Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDJ41,OUT049,3928.249
FDQ27,OUT035,1914.7069
FDC26,OUT017,1923.6243
NCF43,OUT027,3564.7952
NCR50,OUT035,2621.8337
FDE39,OUT018,1739.479
FDN49,OUT027,940.992
DRG11,OUT035,1722.6389
NCA18,OUT049,1916.8704
FDM36,OUT018,2655.561
FDW32,OUT017,1348.6215
NCQ18,OUT010,239.01012
FDX14,OUT027,1922.3721
FDD46,OUT017,2443.3914
FDI34,OUT019,771.0925
NCJ17,OUT035,1355.8795
FDB52,OUT035,3320.8796
FDV55,OUT018,2208.7441
FDC57,OUT046,3028.5881
FDB29,OUT046,1899.4233
NCO43,OUT035,1914.7069
FDG44,OUT045,855.0341
FDJ34,OUT045,1945.3335
FDH40,OUT049,1351.1259
NCD07,OUT027,2827.2844
FDB41,OUT017,826.84143
FDH47,OUT018,1271.0676
DRK37,OUT035,4703.3374
FDM25,OUT019,406.2386
NCX06,OUT045,3021.7827
NCS05,OUT017,2171.2302
FDS39,OUT045,2164.9148
FDC47,OUT027,5890.1274
FDG20,OUT013,2006.9686
DRL23,OUT017,1726.0966
FDY33,OUT013,2612.4285
NCH18,OUT045,2719.017
FDX47,OUT035,2509.3325
NCB06,OUT045,2565.828
FDP36,OUT049,793.30054
FDW44,OUT018,2684.2153
NCU41,OUT018,4094.2222
NCS17,OUT046,1491.4058
FDD46,OUT035,2441.391
FDE45,OUT017,2538.595
FDI09,OUT017,4096.045
NCJ54,OUT010,302.2259
NCA29,OUT018,2646.9634
NCN41,OUT027,3280.8767
FDY34,OUT035,2774.4053
NCG55,OUT035,1989.5653
DRM49,OUT046,713.1075
NCB42,OUT049,1916.8704
FDE58,OUT045,1799.7684
DRJ25,OUT013,819.05145
FDS47,OUT010,197.91768
FDY21,OUT049,3141.1453
NCI54,OUT013,1781.5691
FDO24,OUT017,2606.475
FDY43,OUT035,2554.3098
FDF35,OUT018,1416.888
NCP29,OUT019,107.262505
FDN28,OUT027,2745.4082
FDJ50,OUT018,554.97437
FDQ14,OUT027,3885.383
FDC37,OUT035,1790.5802
FDN08,OUT046,2003.5474
FDD04,OUT035,2278.0278
FDW34,OUT018,3172.5063
FDP04,OUT017,1065.3451
NCG07,OUT017,3147.8992
NCN14,OUT018,2905.9468
FDJ16,OUT045,1202.2565
NCM42,OUT045,1682.5277
NCF19,OUT046,775.8535
FDY21,OUT018,2947.103
FDY19,OUT035,2016.3524
FDV09,OUT045,2487.1897
FDA28,OUT013,2164.4763
FDC38,OUT018,1802.3207
FDL28,OUT045,3765.8674
NCH43,OUT049,2217.3145
NCN53,OUT045,635.03845
NCW05,OUT017,2113.4897
NCO30,OUT018,2718.9287
FDT04,OUT019,35.906174
FDB27,OUT018,2921.0146
NCK07,OUT013,2646.1797
NCA53,OUT013,776.4596
FDB33,OUT018,2397.081
FDU37,OUT017,1342.6805
FDR13,OUT035,1989.5653
FDE45,OUT049,2531.841
FDV37,OUT017,2537.986
FDX44,OUT019,267.83597
NCL06,OUT017,3885.145
FDJ28,OUT045,2944.1365
FDX55,OUT049,3519.5608
NCK17,OUT018,511.16647
FDH52,OUT035,1120.5704
FDN13,OUT027,2704.4858
FDK44,OUT018,2065.5078
FDU16,OUT046,1270.4667
FDZ07,OUT017,981.5305
NCN06,OUT027,4152.1196
FDH02,OUT010,286.84814
NCW18,OUT045,2720.4524
FDH57,OUT013,2164.4763
FDV35,OUT045,2492.438
NCU29,OUT013,2521.083
NCP02,OUT046,916.9967
FDN44,OUT013,2641.9521
FDX03,OUT018,511.16647
FDR11,OUT010,495.95844
FDA36,OUT046,3029.4602
FDP58,OUT027,5703.464
FDH31,OUT045,1538.1718
FDH34,OUT035,3365.7485
FDS13,OUT035,3580.5178
FDT01,OUT018,3047.291
FDY09,OUT049,2951.5923
FDV33,OUT027,4671.3315
NCW29,OUT010,347.30777
NCN17,OUT045,1689.0198
FDX01,OUT046,1899.4233
FDL03,OUT049,2843.0437
DRL59,OUT049,934.4437
DRM11,OUT027,4471.852
FDA43,OUT049,3141.1453
FDZ56,OUT010,497.53018
FDI44,OUT018,1115.3639
FDB50,OUT013,1272.6561
FDU15,OUT019,14.623329
NCJ19,OUT019,75.497765
FDD48,OUT013,1916.8704
NCW42,OUT035,3731.6868
FDL24,OUT017,3171.319
NCB30,OUT013,3110.0415
FDK25,OUT013,3365.14
FDW28,OUT049,3046.035
FDD47,OUT017,2777.0498
FDK16,OUT019,158.54129
FDW37,OUT046,1401.6821
FDA48,OUT035,3680.9795
FDA14,OUT017,2473.0945
FDV15,OUT013,1717.8853
FDN22,OUT049,3831.9539
NCD55,OUT045,654.0694
FDY43,OUT013,2489.798
NCU05,OUT017,1329.5072
FDF10,OUT035,2497.1824
FDR39,OUT018,2905.9468
FDG40,OUT013,626.3179
FDZ28,OUT019,120.96543
FDE02,OUT045,1750.1545
FDU60,OUT049,3015.6414
FDM21,OUT013,3635.3936
FDV52,OUT019,-11.50268
NCW06,OUT013,3081.3872
FDX36,OUT035,4189.1836
FDT35,OUT027,4234.75
NCL19,OUT010,316.67026
NCD31,OUT046,2684.2634
FDE53,OUT019,267.95682
FDW58,OUT019,382.82098
DRF48,OUT046,3029.4602
FDW57,OUT035,3339.9927
DRH13,OUT017,1724.6392
FDT33,OUT013,2818.4998
DRK47,OUT027,5025.267
FDY22,OUT010,430.48077
FDC35,OUT019,687.4041
FDO03,OUT013,3588.7952
FDF24,OUT045,1288.8601
FDF56,OUT018,2708.5337
FDD28,OUT013,839.5174
FDG53,OUT027,3564.7952
FDO27,OUT019,140.4233
NCF54,OUT018,2587.6177
FDC20,OUT027,1873.9294
FDU10,OUT046,670.5156
DRA24,OUT018,2461.12
FDA02,OUT010,288.9137
FDG10,OUT017,951.9132
FDW39,OUT010,385.7663
FDP04,OUT019,311.3371
NCM55,OUT013,3081.3872
FDG47,OUT045,4368.848
NCU41,OUT017,4295.0195
NCK31,OUT017,800.0544
FDZ46,OUT045,1682.5277
FDU13,OUT027,3716.167
NCF19,OUT045,759.4073
NCJ43,OUT013,2807.3887
NCJ05,OUT045,2431.3684
FDS04,OUT027,3085.5723
FDX28,OUT010,195.73485
FDB41,OUT027,1035.2698
FDG53,OUT046,2253.2612
FDL15,OUT010,384.61368
FDQ08,OUT049,974.7767
DRN36,OUT013,1572.065
FDI46,OUT013,2667.2139
FDG16,OUT027,4840.2656
FDV32,OUT013,952.94965
FDF44,OUT010,1057.1714
FDK04,OUT018,763.90125
NCA41,OUT013,3042.0981
FDD51,OUT017,668.6283
NCZ53,OUT045,2944.1365
FDP01,OUT027,3911.4712
FDY25,OUT049,4432.337
FDB17,OUT018,2856.877
NCV54,OUT018,1765.5671
FDJ32,OUT017,1054.6294
FDA37,OUT049,2135.822
FDG35,OUT035,2868.8152
NCM05,OUT018,3923.4014
FDG45,OUT046,4374.5605
FDH28,OUT013,671.1217
NCE18,OUT049,3897.3264
FDH38,OUT045,1826.9352
FDR56,OUT013,3648.813
FDH17,OUT027,2711.5884
FDD39,OUT049,3493.4727
FDB41,OUT049,766.1337
NCR53,OUT046,3535.5251
FDX46,OUT017,941.1976
FDV28,OUT049,643.1588
FDA08,OUT018,2405.6787
FDH45,OUT017,694.7165
NCS38,OUT010,295.92926
FDD40,OUT010,516.54266
DRM59,OUT035,2470.8855
NCJ43,OUT018,2673.1045
NCN29,OUT013,776.4596
NCC19,OUT045,2859.691
FDR56,OUT035,3836.5786
FDZ43,OUT049,3826.9119
FDJ32,OUT010,167.34361
DRH03,OUT017,1426.9617
NCZ54,OUT035,4513.032
FDE26,OUT017,2499.1826
FDS03,OUT045,1013.98267
DRZ24,OUT019,136.67517
FDO48,OUT027,5892.6743
FDW39,OUT049,2793.8123
NCK05,OUT049,1020.7087
NCK30,OUT017,4084.0579
FDT27,OUT018,3261.957
FDS08,OUT019,390.12537
NCJ19,OUT049,907.2769
FDC58,OUT045,715.1391
DRE37,OUT013,2782.5898
FDW02,OUT035,2620.608
FDJ02,OUT010,347.04684
FDX09,OUT045,2815.7102
FDT31,OUT010,502.17587
FDI24,OUT049,3385.9023
FDY09,OUT045,2978.7686
FDV28,OUT045,670.33527
DRM47,OUT049,3141.1453
FDT52,OUT019,-147.17923
FDI48,OUT018,702.7245
FDY55,OUT017,5590.3467
FDU48,OUT013,2102.2935
FDN25,OUT045,900.5505
FDP20,OUT049,1861.537
FDJ15,OUT013,3438.6145
FDD04,OUT018,1776.2325
FDY58,OUT045,3836.4631
FDR37,OUT018,2571.3909
FDF44,OUT013,2907.6953
FDD32,OUT045,1281.1873
FDR57,OUT017,2404.9443
DRG39,OUT027,1769.0837
FDX15,OUT017,2606.475
DRN37,OUT045,2565.828
FDW40,OUT027,3564.7952
FDB32,OUT049,1419.1292
FDM40,OUT018,1888.3644
FDE39,OUT027,2889.1216
DRH49,OUT017,1348.6215
FDT46,OUT049,793.30054
NCF06,OUT035,3968.4348
FDP07,OUT017,3275.7644
FDC04,OUT013,3329.9487
FDZ32,OUT017,1724.6392
FDD50,OUT045,2781.6694
FDU56,OUT017,3079.9558
FDV34,OUT017,1267.6393
NCY41,OUT013,626.3179
NCK18,OUT046,2684.2634
DRH25,OUT049,861.76056
FDT57,OUT046,3905.8296
FDV56,OUT018,1266.9172
FDV12,OUT045,1732.2234
FDN52,OUT017,1357.8798
FDX38,OUT035,839.9073
FDE47,OUT018,1830.975
NCO07,OUT013,3488.457
FDV09,OUT027,4226.4136
FDZ23,OUT019,566.4474
DRH51,OUT018,1167.7455
NCY54,OUT045,2876.7798
DRG49,OUT013,3781.801
NCC19,OUT049,3085.354
NCV53,OUT045,4206.67
FDZ47,OUT019,274.84714
NCO26,OUT018,1589.0632
NCP02,OUT045,940.8834
NCW30,OUT018,3086.1204
NCN55,OUT046,4226.5127
FDB20,OUT010,184.90147
DRL11,OUT013,2539.9631
DRD60,OUT045,3086.5288
FDW14,OUT010,178.3532
FDL27,OUT010,167.34361
FDU09,OUT018,924.9349
DRH36,OUT027,2027.2178
FDP34,OUT027,3716.167
FDE04,OUT017,2859.887
FDZ57,OUT027,3063.9949
FDF02,OUT010,239.01012
FDG28,OUT045,3003.6846
NCI31,OUT046,598.545
FDT43,OUT013,776.4596
FDU20,OUT046,2119.8625
FDD53,OUT013,671.1217
FDW15,OUT045,2458.5354
NCT53,OUT045,2408.117
NCG55,OUT027,2827.2844
FDD48,OUT035,1989.5653
FDG47,OUT049,3969.8523
FDI21,OUT017,1080.4023
FDT27,OUT017,3558.812
DRO35,OUT013,2547.3418
FDD33,OUT017,3693.24
FDC04,OUT035,3525.8977
FDY34,OUT013,2641.9521
DRJ49,OUT049,2164.4763
FDE05,OUT049,2521.083
FDU31,OUT017,3554.969
NCN19,OUT027,5612.5796
FDK56,OUT027,5281.7725
FDK58,OUT017,1724.6392
NCJ42,OUT035,1781.3219
FDZ34,OUT027,6112.7646
FDA52,OUT018,2757.5498
NCR29,OUT013,839.5174
FDT48,OUT035,3366.4265
DRJ51,OUT019,583.1658
NCS54,OUT046,3260.0422
FDV01,OUT035,2458.6936
DRG51,OUT027,4440.9727
NCG42,OUT013,2137.3093
FDA51,OUT049,1890.7822
FDV19,OUT010,1058.2897
NCT18,OUT045,3061.0718
NCS41,OUT045,2915.4822
FDO03,OUT046,5116.814
FDL12,OUT010,167.34361
FDY37,OUT010,321.44095
FDI58,OUT049,1482.3413
FDT28,OUT018,2208.7441
NCC42,OUT010,347.30777
FDO01,OUT017,2083.7014
FDJ02,OUT013,2521.083
FDQ04,OUT018,511.16647
DRL47,OUT013,1659.6102
FDZ32,OUT035,1790.5802
FDC35,OUT035,3647.5684
FDX14,OUT045,1190.1884
FDZ35,OUT013,1717.8853
FDL14,OUT013,2521.083
FDO04,OUT049,934.4437
DRK11,OUT017,2538.5525
FDB44,OUT018,2852.2593
FDZ50,OUT049,3115.0571
FDI12,OUT027,2457.9492
FDU43,OUT017,3791.2517
FDD58,OUT010,222.71327
FDB27,OUT017,3121.811
FDB04,OUT018,1167.7455
NCO17,OUT013,2020.9944
FDL12,OUT017,941.1976
DRJ13,OUT049,2599.7212
FDD57,OUT045,1502.1263
FDW19,OUT035,1854.264
DRD27,OUT018,1417.5869
FDH27,OUT027,4011.113
NCW30,OUT027,5838.3774
FDR40,OUT018,1214.096
FDG05,OUT013,2539.9631
NCY41,OUT019,35.906174
FDI38,OUT018,2564.926
FDR20,OUT046,643.3488
FDE09,OUT017,1779.2168
FDN50,OUT019,233.88638
DRF27,OUT045,2461.1016
DRF51,OUT013,600.2297
NCO02,OUT019,93.055626
FDB51,OUT027,1788.5568
FDJ50,OUT013,821.9892
FDN52,OUT013,1351.1259
FDX14,OUT013,1246.568
FDT27,OUT019,236.30972
FDV10,OUT013,671.1217
FDU33,OUT046,670.5156
FDU58,OUT046,2752.0151
NCP42,OUT027,6034.271
FDL51,OUT027,5677.376
DRH15,OUT027,935.2795
FDU16,OUT017,1348.6215
FDW15,OUT017,2499.1826
FDQ44,OUT045,1832.5223
NCI06,OUT027,5584.0264
DRK23,OUT019,1595.3906
FDC28,OUT035,1845.1578
NCY17,OUT019,35.906174
NCV05,OUT018,2126.8115
FDM34,OUT019,120.96543
DRD60,OUT027,5467.6177
FDT38,OUT046,1244.3785
FDQ57,OUT018,2126.8115
FDE59,OUT027,940.992
NCM43,OUT046,2684.2634
DRI51,OUT049,2755.572
NCG30,OUT017,2169.363
NCK54,OUT035,1989.5653
FDQ16,OUT019,267.95682
FDI36,OUT013,3081.3872
FDX16,OUT027,3911.4712
FDA34,OUT046,3237.1384
FDJ48,OUT018,3261.957
FDU47,OUT035,2140.5757
FDS39,OUT046,2281.9155
FDD11,OUT046,3145.2078
FDM16,OUT027,2027.2178
FDU56,OUT018,3024.749
FDQ32,OUT017,2142.576
DRK35,OUT013,671.1217
FDA58,OUT049,2035.7122
DRG48,OUT019,590.3612
FDT59,OUT010,336.18973
FDQ31,OUT019,192.43286
FDS51,OUT018,877.3335
FDW32,OUT027,2235.7837
FDI15,OUT027,5190.5913
NCV30,OUT017,1081.4165
DRG25,OUT049,3742.9023
FDT02,OUT013,600.2297
FDO33,OUT027,2990.4365
FDP38,OUT035,865.9955
FDZ45,OUT035,3337.0942
NCA54,OUT027,5162.348
FDU33,OUT017,800.0544
FDN58,OUT017,3928.7358
FDI05,OUT045,1277.3462
FDM57,OUT019,211.87204
NCS42,OUT027,2457.9492
FDB57,OUT045,3432.0754
FDC03,OUT045,2889.394
FDZ58,OUT013,2135.822
NCK29,OUT045,1976.3848
NCR53,OUT045,3703.9368
FDE26,OUT027,3716.167
FDU52,OUT049,2492.4287
FDE41,OUT027,2297.396
FDU38,OUT018,3051.3184
FDA52,OUT017,2856.3574
FDW46,OUT046,1030.4285
DRI59,OUT035,3621.3374
FDT38,OUT035,1388.4744
FDL33,OUT018,2951.0222
FDQ01,OUT027,5490.3687
FDJ08,OUT046,3123.6985
FDQ47,OUT049,643.1588
NCZ18,OUT013,4307.3125
FDE29,OUT017,981.5305
FDF10,OUT027,3716.167
FDC48,OUT049,1351.1259
FDY58,OUT013,3935.8684
NCX30,OUT010,1475.3114
FDV11,OUT013,2500.2424
FDT46,OUT046,775.8535
DRD01,OUT019,107.262505
FDQ11,OUT013,3784.4358
NCM41,OUT017,1453.0498
NCC55,OUT013,626.3179
FDG45,OUT027,6106.4346
NCQ54,OUT049,2883.649
FDM34,OUT045,1918.1667
FDD17,OUT019,113.441124
FDN38,OUT027,5099.9346
FDB53,OUT018,2237.3984
NCL06,OUT035,4074.34
NCV18,OUT019,423.6009
FDX25,OUT013,3187.6877
FDB39,OUT046,890.9085
FDC33,OUT049,3141.1453
NCO14,OUT018,511.16647
FDA58,OUT027,4795.425
NCQ02,OUT017,3373.6472
NCR53,OUT017,3683.5144
FDN52,OUT046,1333.6788
FDG26,OUT046,3736.0518
FDE23,OUT027,1151.7378
DRI37,OUT013,839.5174
DRH37,OUT018,2472.606
FDO01,OUT035,2149.6426
FDK45,OUT049,1747.9921
FDP23,OUT049,3548.215
FDM33,OUT035,3529.4631
FDD36,OUT017,2105.8225
FDL56,OUT017,1357.8798
FDT27,OUT010,691.5206
FDG52,OUT017,694.7165
NCL42,OUT035,5382.9307
DRJ24,OUT046,3123.6985
FDV38,OUT046,818.22534
FDT35,OUT045,2720.5999
FDY51,OUT045,3293.8977
FDC37,OUT017,1724.6392
NCP43,OUT013,2944.807
FDO33,OUT045,1691.6339
FDW04,OUT018,1802.3207
NCC31,OUT046,2503.6362
FDK22,OUT049,3251.6167
FDJ50,OUT017,941.1976
FDV13,OUT017,1406.5247
DRL60,OUT017,2527.837
FDW03,OUT017,1848.7659
FDY27,OUT035,1999.3364
FDB39,OUT027,1769.0837
FDU59,OUT045,2471.5896
FDZ57,OUT049,1668.7871
FDO21,OUT049,2691.8782
FDS43,OUT018,2670.7363
FDU28,OUT010,115.535805
FDC51,OUT010,168.02827
FDW16,OUT010,224.75166
FDP32,OUT010,229.5063
FDB60,OUT019,618.72345
NCQ30,OUT046,2119.428
FDD26,OUT049,3141.1453
FDI44,OUT045,1252.8147
DRH23,OUT046,916.9967
FDO44,OUT046,1764.1221
FDG04,OUT046,3152.3528
FDM32,OUT027,2923.8472
FDM09,OUT013,2789.8455
FDZ47,OUT013,1451.6584
FDM40,OUT027,3243.7607
FDY48,OUT017,1724.6392
NCM30,OUT045,626.9026
FDX36,OUT010,428.51114
DRF03,OUT017,695.41534
FDN51,OUT049,4097.2007
FDM57,OUT049,1351.1259
FDB35,OUT049,1482.3413
FDY13,OUT027,2293.1094
FDA37,OUT017,2142.576
NCX53,OUT017,2343.619
FDD59,OUT018,1115.3639
FDX10,OUT019,29.376226
FDC03,OUT018,2921.0146
FDW43,OUT035,4019.471
FDW10,OUT046,2637.9148
FDY14,OUT027,4593.94
FDV43,OUT045,759.4073
FDO40,OUT013,2521.083
FDP46,OUT027,2457.9492
NCE43,OUT019,89.34556
FDD05,OUT035,2043.1003
FDJ60,OUT010,388.60385
DRE27,OUT018,1244.9795
FDO11,OUT035,4410.4624
DRG11,OUT027,2704.4858
FDK33,OUT010,371.5214
DRM23,OUT045,2808.8364
FDJ02,OUT027,4226.4136
NCZ05,OUT045,1627.9501
NCL30,OUT013,2086.2502
FDZ19,OUT018,2599.77
FDM45,OUT049,2135.822
FDO36,OUT046,2959.9512
NCK31,OUT045,759.4073
DRJ37,OUT045,2458.5354
FDP24,OUT018,1829.1078
FDF46,OUT013,1916.8704
FDX46,OUT019,107.262505
NCL18,OUT045,2946.9534
FDJ26,OUT013,3014.6184
FDJ07,OUT045,1826.9352
FDY15,OUT013,2439.1736
DRG01,OUT045,1216.2765
FDF58,OUT045,1013.98267
FDZ14,OUT019,47.370182
FDP31,OUT049,1020.7087
FDH45,OUT013,671.1217
FDA09,OUT010,12.020042
FDW31,OUT035,2412.517
FDA57,OUT046,643.3488
NCE55,OUT035,2854.3572
FDC17,OUT019,364.74606
FDC59,OUT013,952.94965
FDA22,OUT013,2789.8455
FDK52,OUT035,3899.4966
NCM26,OUT046,2476.4692
NCT53,OUT035,2620.9219
FDW45,OUT018,2237.3984
NCI18,OUT035,3019.8188
FDE38,OUT018,2349.8877
FDF08,OUT019,192.43286
FDY58,OUT010,767.05945
FDF58,OUT019,311.3371
FDX39,OUT017,3526.3147
FDB44,OUT049,3463.7695
FDF28,OUT013,2164.4763
FDE39,OUT013,1890.7822
FDT37,OUT018,3710.7354
FDZ45,OUT017,3359.7617
FDO40,OUT035,2593.778
FDM57,OUT027,2297.396
DRG36,OUT017,2856.3574
FDY36,OUT010,184.90147
DRL60,OUT027,4226.4136
FDS25,OUT019,211.45486
DRF49,OUT027,2827.2844
FDP16,OUT045,3728.994
FDS60,OUT049,2223.464
FDU15,OUT027,1145.0669
FDK43,OUT046,2147.0295
FDN25,OUT046,916.9967
FDE53,OUT049,1717.8853
FDB22,OUT013,2492.4287
FDE39,OUT017,2079.7344
FDX35,OUT035,3881.713
NCG54,OUT049,2849.6035
FDH27,OUT035,2539.0356
NCK42,OUT013,3379.9028
FDS25,OUT049,1772.4629
FDI10,OUT018,2655.561
FDU35,OUT035,1790.5802
FDI04,OUT017,3359.7617
DRK23,OUT035,5715.4175
FDB53,OUT019,69.627594
FDY02,OUT049,4001.2522
FDM60,OUT035,760.6576
NCJ31,OUT010,674.97095
DRP35,OUT017,2169.363
NCQ30,OUT018,1613.5034
DRL11,OUT010,402.03308
FDU01,OUT013,3014.9312
FDR39,OUT035,2934.117
FDO08,OUT046,2582.2744
FDC02,OUT045,5215.998
NCZ29,OUT035,2208.517
FDF29,OUT010,375.962
FDZ23,OUT017,3079.9558
NCU53,OUT018,2375.6606
NCW30,OUT013,3472.5857
NCM26,OUT027,4226.4136
FDV50,OUT027,3059.4841
FDW15,OUT049,2492.4287
FDI35,OUT027,5862.3037
FDO11,OUT017,4221.267
FDN48,OUT046,1464.8943
NCA17,OUT049,2465.2617
NCN54,OUT013,1209.444
FDP22,OUT013,776.4596
NCB54,OUT035,2208.517
FDD08,OUT045,609.26556
DRM48,OUT010,74.451744
FDG41,OUT027,2975.5728
FDE44,OUT027,1151.7378
FDE26,OUT035,2497.1824
NCS38,OUT013,1916.8704
NCJ54,OUT018,3289.1445
FDI40,OUT019,178.15323
FDN45,OUT018,2746.001
FDU43,OUT046,3713.097
FDI04,OUT010,466.16318
NCC07,OUT018,1443.675
NCC07,OUT019,206.4277
NCD18,OUT045,4204.71
FDU55,OUT035,4410.4624
FDX59,OUT035,715.85376
FDR52,OUT049,3141.1453
NCP17,OUT013,925.78284
FDQ32,OUT045,1945.3335
NCT17,OUT049,3169.7996
FDO10,OUT049,934.4437
FDE32,OUT049,615.992
FDN44,OUT045,2667.817
FDH02,OUT035,1508.5111
FDK60,OUT013,1636.8486
FDS24,OUT019,248.3135
FDL03,OUT010,303.99176
FDB46,OUT027,5703.464
FDO48,OUT049,3672.9463
FDZ39,OUT049,1654.6731
FDT02,OUT027,914.9038
FDC50,OUT013,1536.0195
FDP39,OUT035,865.9955
DRG15,OUT018,778.14606
FDP10,OUT018,1443.675
FDF53,OUT027,5376.3364
FDN34,OUT045,2806.2734
FDK02,OUT045,1945.3335
FDC23,OUT045,2849.7556
FDJ10,OUT019,60.712982
FDE53,OUT035,1790.5802
FDR25,OUT035,4985.993
FDW50,OUT046,2118.7207
FDS09,OUT049,793.30054
FDW49,OUT010,428.1285
FDU51,OUT046,3135.8274
FDF28,OUT018,1830.975
NCY30,OUT018,2726.7231
FDD44,OUT045,4661.4814
FDX09,OUT017,2856.3574
NCF30,OUT013,2135.822
FDZ50,OUT019,540.3592
FDW37,OUT013,1372.604
FDD11,OUT049,3047.2937
DRH39,OUT018,998.6504
FDA36,OUT049,2859.6458
NCG43,OUT049,1419.1292
FDF02,OUT035,1686.5935
FDP57,OUT027,2541.3337
NCE42,OUT017,3774.2925
NCR38,OUT027,5472.553
FDP03,OUT019,120.96543
FDO51,OUT035,760.6576
NCQ42,OUT046,2119.8625
NCM41,OUT046,1382.3237
FDH48,OUT027,2297.396
DRF60,OUT046,3826.1997
FDJ27,OUT035,1686.5935
FDQ14,OUT013,2466.3406
FDN27,OUT017,1907.2274
NCQ02,OUT046,3152.3528
FDJ33,OUT049,2135.822
FDP07,OUT027,4461.3364
DRE01,OUT049,3735.5918
FDU36,OUT045,1385.3344
FDL28,OUT017,3872.0266
NCX53,OUT046,2254.7485
FDZ39,OUT013,1654.6731
NCP42,OUT013,3110.0415
FDJ14,OUT035,1395.4482
FDK04,OUT049,934.4437
NCC19,OUT017,3092.108
FDS09,OUT018,693.3095
FDZ02,OUT046,1629.3589
FDD35,OUT018,1830.975
NCY42,OUT017,2454.107
FDB05,OUT045,2260.946
FDF20,OUT035,3365.7485
NCO41,OUT018,1369.7997
FDC40,OUT027,2188.2637
FDV58,OUT045,2848.134
FDZ57,OUT045,1478.2977
DRM35,OUT046,2953.0728
DRN36,OUT018,1271.0676
FDQ13,OUT046,1333.6788
DRO35,OUT010,893.3231
NCD43,OUT035,1722.6389
FDA51,OUT018,1562.9751
NCX17,OUT027,6265.4062
NCZ17,OUT049,769.7636
FDR11,OUT027,4152.1196
FDW34,OUT049,3737.461
FDN50,OUT017,1453.0498
FDS09,OUT046,775.8535
FDS48,OUT018,2126.8115
FDL44,OUT049,2674.5432
DRF48,OUT018,2852.8645
FDA14,OUT018,2211.31
NCD30,OUT049,1508.8528
FDI16,OUT017,800.0544
NCG06,OUT035,3241.0833
DRZ24,OUT035,2140.5757
NCS17,OUT045,1474.9596
FDB37,OUT045,4115.068
FDE10,OUT035,2084.7844
FDC57,OUT045,2820.3718
FDM12,OUT018,2609.7852
FDE24,OUT049,2135.822
FDW22,OUT045,3204.4468
DRD01,OUT027,1438.8347
NCZ18,OUT027,5929.0083
FDN49,OUT045,715.1391
FDR22,OUT035,2249.9114
FDV08,OUT019,35.906174
FDY39,OUT046,3200.6433
FDV36,OUT049,2137.3093
FDO60,OUT045,732.2405
FDU04,OUT027,3470.0874
FDR20,OUT027,1355.8124
FDW19,OUT019,271.70724
FDU40,OUT049,2394.09
FDK15,OUT045,1538.1718
DRF15,OUT035,2594.477
FDQ25,OUT017,2958.3462
FDI48,OUT019,77.89062
FDS49,OUT046,1305.3063
FDV22,OUT046,2684.2634
NCV42,OUT046,1755.0159
FDX26,OUT046,3029.667
FDI33,OUT018,1193.5847
FDZ14,OUT049,2109.734
FDG10,OUT013,839.5174
FDM38,OUT018,578.0575
FDG26,OUT027,5099.9346
FDH46,OUT035,1790.5802
FDN13,OUT018,995.923
FDU57,OUT035,2497.1824
NCI06,OUT046,3374.751
FDM38,OUT045,816.58716
NCG42,OUT010,254.04279
FDL39,OUT045,2270.983
FDT31,OUT019,779.8261
FDV59,OUT013,3459.8027
FDB49,OUT035,1790.5802
FDD58,OUT049,1717.8853
DRN59,OUT046,775.8535
FDX48,OUT049,2521.083
FDQ11,OUT049,3597.1746
FDY12,OUT049,888.92737
FDQ11,OUT045,3802.3423
DRI11,OUT017,1923.6243
FDY32,OUT027,4152.1196
FDS51,OUT045,940.8834
FDR19,OUT010,393.09082
DRB13,OUT018,2780.725
FDS21,OUT035,1147.3575
FDQ40,OUT045,2844.3645
NCE55,OUT013,2789.8455
FDX43,OUT027,4152.1196
FDS12,OUT049,2135.822
DRK01,OUT027,2507.514
FDN25,OUT017,941.1976
FDB60,OUT046,3152.3528
FDQ13,OUT017,1368.5955
DRK13,OUT045,3736.103
DRF25,OUT018,466.36237
NCD42,OUT019,225.22787
FDW25,OUT045,1567.9723
NCV29,OUT027,5493.1553
NCK42,OUT035,3423.525
DRJ13,OUT027,4152.1196
DRD15,OUT017,3532.7239
FDM27,OUT045,2519.605
FDZ50,OUT018,2921.0146
FDC04,OUT046,3312.502
FDF50,OUT049,3238.6414
FDP15,OUT045,4239.8726
FDK46,OUT035,4263.703
FDZ56,OUT018,3023.7004
FDY60,OUT049,2299.3623
FDB10,OUT035,3608.693
FDR57,OUT045,2364.297
FDU58,OUT049,2769.462
FDH02,OUT046,1418.3691
FDP48,OUT013,3790.067
FDI46,OUT035,3268.739
FDW56,OUT013,4604.305
NCM19,OUT010,241.71153
FDS50,OUT027,5677.376
FDK24,OUT013,671.1217
FDO36,OUT017,2936.1172
FDK45,OUT027,2799.907
NCL05,OUT045,687.9723
FDL32,OUT018,1589.0632
FDA28,OUT049,2135.822
FDY36,OUT018,1096.6832
FDP32,OUT018,1746.5293
FDL50,OUT046,2118.3752
DRC24,OUT049,2521.083
NCS18,OUT017,1724.6392
FDD16,OUT017,1247.6653
NCV18,OUT013,1623.1072
FDX07,OUT046,3057.2424
NCZ05,OUT027,2541.3337
NCI31,OUT013,599.15106
FDK14,OUT049,1351.1259
NCR06,OUT045,654.0694
